pos, prob
-428, 6.666666666666667e-05
-404, 6.666666666666667e-05
-356, 6.666666666666667e-05
-352, 6.666666666666667e-05
-344, 6.666666666666667e-05
-340, 6.666666666666667e-05
-338, 6.666666666666667e-05
-334, 6.666666666666667e-05
-332, 6.666666666666667e-05
-328, 0.00013333333333333334
-322, 6.666666666666667e-05
-314, 0.00013333333333333334
-312, 6.666666666666667e-05
-310, 0.0002
-308, 6.666666666666667e-05
-306, 0.00013333333333333334
-304, 6.666666666666667e-05
-302, 6.666666666666667e-05
-298, 6.666666666666667e-05
-296, 0.0003333333333333333
-292, 0.0002666666666666667
-290, 6.666666666666667e-05
-288, 0.00013333333333333334
-286, 6.666666666666667e-05
-282, 0.0002
-280, 0.0003333333333333333
-278, 0.0004
-276, 0.00013333333333333334
-274, 6.666666666666667e-05
-272, 0.0002
-270, 0.00046666666666666666
-268, 0.0003333333333333333
-266, 0.0002
-264, 0.0003333333333333333
-262, 0.00046666666666666666
-260, 0.0002666666666666667
-258, 0.0003333333333333333
-256, 0.0003333333333333333
-254, 0.0003333333333333333
-252, 0.0002
-250, 0.00013333333333333334
-248, 0.0005333333333333334
-246, 0.0005333333333333334
-244, 0.0002666666666666667
-242, 0.0004
-240, 0.0005333333333333334
-238, 0.0007333333333333333
-236, 0.0005333333333333334
-234, 0.0002666666666666667
-232, 0.0006666666666666666
-230, 0.0004
-228, 0.0008
-226, 0.0008
-224, 0.0009333333333333333
-222, 0.0008
-220, 0.00046666666666666666
-218, 0.0006666666666666666
-216, 0.0006666666666666666
-214, 0.0007333333333333333
-212, 0.0010666666666666667
-210, 0.0006
-208, 0.0009333333333333333
-206, 0.001
-204, 0.0008666666666666666
-202, 0.001
-200, 0.0016
-198, 0.0009333333333333333
-196, 0.0011333333333333334
-194, 0.0011333333333333334
-192, 0.0013333333333333333
-190, 0.0014
-188, 0.0012666666666666666
-186, 0.0015333333333333334
-184, 0.0014666666666666667
-182, 0.0019333333333333333
-180, 0.0018
-178, 0.0018
-176, 0.0012
-174, 0.0016666666666666668
-172, 0.0016666666666666668
-170, 0.0024666666666666665
-168, 0.0021333333333333334
-166, 0.0014666666666666667
-164, 0.0018666666666666666
-162, 0.0022
-160, 0.0016666666666666668
-158, 0.0021333333333333334
-156, 0.002266666666666667
-154, 0.0021333333333333334
-152, 0.0024
-150, 0.0021333333333333334
-148, 0.0024666666666666665
-146, 0.0026666666666666666
-144, 0.0036
-142, 0.0032
-140, 0.002533333333333333
-138, 0.0031333333333333335
-136, 0.0038
-134, 0.0034666666666666665
-132, 0.003266666666666667
-130, 0.0036666666666666666
-128, 0.0032
-126, 0.0034
-124, 0.0038
-122, 0.0041333333333333335
-120, 0.004266666666666667
-118, 0.004
-116, 0.005333333333333333
-114, 0.0041333333333333335
-112, 0.004666666666666667
-110, 0.004
-108, 0.0052
-106, 0.0046
-104, 0.005066666666666666
-102, 0.004933333333333333
-100, 0.005333333333333333
-98, 0.005933333333333333
-96, 0.005
-94, 0.0056
-92, 0.005333333333333333
-90, 0.006
-88, 0.006066666666666666
-86, 0.006066666666666666
-84, 0.005666666666666667
-82, 0.0054666666666666665
-80, 0.0066
-78, 0.0054
-76, 0.006466666666666667
-74, 0.005533333333333334
-72, 0.006533333333333334
-70, 0.0074
-68, 0.0066
-66, 0.0076
-64, 0.007733333333333333
-62, 0.0066
-60, 0.005933333333333333
-58, 0.008466666666666667
-56, 0.0074
-54, 0.0066
-52, 0.0071333333333333335
-50, 0.0071333333333333335
-48, 0.006066666666666666
-46, 0.005733333333333333
-44, 0.006266666666666667
-42, 0.007866666666666666
-40, 0.0068
-38, 0.0076
-36, 0.006
-34, 0.007066666666666666
-32, 0.0068
-30, 0.006933333333333333
-28, 0.0071333333333333335
-26, 0.0071333333333333335
-24, 0.0076
-22, 0.0062
-20, 0.006466666666666667
-18, 0.008266666666666667
-16, 0.0076
-14, 0.0086
-12, 0.0078
-10, 0.007
-8, 0.008133333333333333
-6, 0.008666666666666666
-4, 0.0082
-2, 0.0078
0, 0.007866666666666666
2, 0.006466666666666667
4, 0.009
6, 0.0082
8, 0.0071333333333333335
10, 0.0074
12, 0.0084
14, 0.006933333333333333
16, 0.0068
18, 0.008333333333333333
20, 0.007466666666666667
22, 0.0078
24, 0.006866666666666667
26, 0.008133333333333333
28, 0.007066666666666666
30, 0.007466666666666667
32, 0.006333333333333333
34, 0.006866666666666667
36, 0.0078
38, 0.009066666666666667
40, 0.007066666666666666
42, 0.006066666666666666
44, 0.0066
46, 0.007
48, 0.007866666666666666
50, 0.0072
52, 0.006466666666666667
54, 0.0068
56, 0.0066
58, 0.0062
60, 0.005933333333333333
62, 0.0066
64, 0.006066666666666666
66, 0.0054666666666666665
68, 0.007
70, 0.006333333333333333
72, 0.006533333333333334
74, 0.006333333333333333
76, 0.006533333333333334
78, 0.006666666666666667
80, 0.005533333333333334
82, 0.006
84, 0.0061333333333333335
86, 0.0052
88, 0.006533333333333334
90, 0.005333333333333333
92, 0.0058
94, 0.005333333333333333
96, 0.0058
98, 0.005
100, 0.0052
102, 0.004733333333333333
104, 0.0046
106, 0.005066666666666666
108, 0.003933333333333333
110, 0.004066666666666666
112, 0.0036666666666666666
114, 0.0048
116, 0.0044
118, 0.0030666666666666668
120, 0.0034
122, 0.003533333333333333
124, 0.0037333333333333333
126, 0.004
128, 0.003533333333333333
130, 0.003533333333333333
132, 0.003533333333333333
134, 0.0031333333333333335
136, 0.003
138, 0.0030666666666666668
140, 0.0028
142, 0.0028666666666666667
144, 0.0028
146, 0.0027333333333333333
148, 0.0022
150, 0.0024
152, 0.0018
154, 0.0026
156, 0.003266666666666667
158, 0.0022
160, 0.0015333333333333334
162, 0.002
164, 0.0020666666666666667
166, 0.0020666666666666667
168, 0.0018
170, 0.002
172, 0.0022
174, 0.0012
176, 0.0019333333333333333
178, 0.0015333333333333334
180, 0.0026
182, 0.0017333333333333333
184, 0.0014666666666666667
186, 0.0016
188, 0.0010666666666666667
190, 0.0015333333333333334
192, 0.001
194, 0.0012
196, 0.0012
198, 0.0012666666666666666
200, 0.0010666666666666667
202, 0.0012666666666666666
204, 0.00046666666666666666
206, 0.001
208, 0.0012
210, 0.0008666666666666666
212, 0.0007333333333333333
214, 0.0013333333333333333
216, 0.0007333333333333333
218, 0.0009333333333333333
220, 0.0007333333333333333
222, 0.0006
224, 0.0007333333333333333
226, 0.0005333333333333334
228, 0.0005333333333333334
230, 0.0003333333333333333
232, 0.00046666666666666666
234, 0.0007333333333333333
236, 0.0009333333333333333
238, 0.0006
240, 0.0004
242, 0.00046666666666666666
244, 0.0002666666666666667
246, 0.0002666666666666667
248, 0.0004
250, 0.0006
252, 0.0004
254, 0.0002666666666666667
256, 0.0002666666666666667
258, 0.0003333333333333333
260, 6.666666666666667e-05
262, 0.00013333333333333334
264, 0.0002666666666666667
266, 0.0002
268, 0.0002666666666666667
270, 6.666666666666667e-05
272, 0.0002666666666666667
274, 0.0003333333333333333
276, 0.0002666666666666667
278, 0.00013333333333333334
280, 0.0002
282, 6.666666666666667e-05
284, 6.666666666666667e-05
286, 0.0002
288, 0.00013333333333333334
290, 0.0002
294, 0.00013333333333333334
298, 6.666666666666667e-05
302, 0.00013333333333333334
304, 0.00013333333333333334
308, 0.00013333333333333334
310, 6.666666666666667e-05
316, 6.666666666666667e-05
320, 6.666666666666667e-05
322, 6.666666666666667e-05
328, 6.666666666666667e-05
336, 6.666666666666667e-05
340, 6.666666666666667e-05
344, 6.666666666666667e-05
346, 6.666666666666667e-05
354, 6.666666666666667e-05
356, 0.00013333333333333334
366, 6.666666666666667e-05
390, 6.666666666666667e-05
424, 6.666666666666667e-05
